PID,NAME,NAME TYPE,MISSION TYPE,MISSION TYPE PLUS,MISSION CATEGORY,SPACE,TIME,YEAR,MONTH,DAY,LAUNCH LOCATION,LAUNCH VEHICLE,CREWED,CELESTIAL BODIES,ORBIT,PROGRAM COST
gsfcirMisn:2119,Lightning Imaging Sensor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2119,LIS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2120,Limb Infrared Monitor of the Stratosphere,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2120,LIMS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2121,Limb Radiance Inversion Radiometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2121,LRIR,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2122,Limited Duration Space Environment Candidate Materials Exposure,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2122,LDCE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2123,Linear Energy Transfer Spectrum Measurement Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2124,Liquid Encapsulated Melt Zone,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2124,LEMZ,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2125,Liquid Metal Diffusion Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2125,LMD,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2126,Liquid Motion Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2126,LME,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2127,Liquid Motion in Zero Gravity,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2128,Liquid Phase Miscibility Gap Materials,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2129,LISA,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2129,Laser Interferometry Satellite Antenna gravitational wave observatory,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2129,Laser Interferometer Space Antenna,Hidden,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2130,LISA Pathfinder,Preferred,spacecraft,NULL,NULL,NULL,NULL,2015,DEC,3,"Kourou, French Guiana",Vega,NULL,NULL,NULL,NULL
gsfcirMisn:2130,SMART 2,Alternate,spacecraft,NULL,NULL,NULL,NULL,2015,DEC,3,"Kourou, French Guiana",Vega,NULL,NULL,NULL,NULL
gsfcirMisn:2130,Laser Interferometer Space Antenna Pathfinder,Hidden,spacecraft,NULL,NULL,NULL,NULL,2015,DEC,3,"Kourou, French Guiana",Vega,NULL,NULL,NULL,NULL
gsfcirMisn:2130,Small Missions for Application Research and Technology 2,Hidden,spacecraft,NULL,NULL,NULL,NULL,2015,DEC,3,"Kourou, French Guiana",Vega,NULL,NULL,NULL,NULL
gsfcirMisn:2131,LITE,Preferred,spacecraft,NULL,NULL,NULL,NULL,1994,SEP,9,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:2131,Lidar In-Space Technology Experiment,Alternate,spacecraft,NULL,NULL,NULL,NULL,1994,SEP,9,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:2132,Little Joe,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2133,Little Joe 1A,Preferred,spacecraft,NULL,NULL,NULL,NULL,1959,NOV,4,"Wallops Island, VA",Little Joe,NULL,NULL,NULL,NULL
gsfcirMisn:2133,LJ-1A,Alternate,spacecraft,NULL,NULL,NULL,NULL,1959,NOV,4,"Wallops Island, VA",Little Joe,NULL,NULL,NULL,NULL
gsfcirMisn:2133,Mercury Little Joe 1A,Hidden,spacecraft,NULL,NULL,NULL,NULL,1959,NOV,4,"Wallops Island, VA",Little Joe,NULL,NULL,NULL,NULL
gsfcirMisn:2134,Little Joe 1B,Preferred,spacecraft,NULL,NULL,NULL,NULL,1960,JAN,21,"Wallops Island, VA",Little Joe,NULL,NULL,NULL,NULL
gsfcirMisn:2134,LJ-1B,Alternate,spacecraft,NULL,NULL,NULL,NULL,1960,JAN,21,"Wallops Island, VA",Little Joe,NULL,NULL,NULL,NULL
gsfcirMisn:2134,Mercury Little Joe 1B,Hidden,spacecraft,NULL,NULL,NULL,NULL,1960,JAN,21,"Wallops Island, VA",Little Joe,NULL,NULL,NULL,NULL
gsfcirMisn:2135,Little Joe 2,Preferred,spacecraft,NULL,NULL,NULL,NULL,1959,DEC,4,"Wallops Island, VA",Little Joe,NULL,NULL,NULL,NULL
gsfcirMisn:2135,LJ-2,Alternate,spacecraft,NULL,NULL,NULL,NULL,1959,DEC,4,"Wallops Island, VA",Little Joe,NULL,NULL,NULL,NULL
gsfcirMisn:2135,Mercury Little Joe 2,Hidden,spacecraft,NULL,NULL,NULL,NULL,1959,DEC,4,"Wallops Island, VA",Little Joe,NULL,NULL,NULL,NULL
gsfcirMisn:2136,LMRST-Sat,Preferred,spacecraft,NULL,NULL,NULL,NULL,2015,OCT,8,Vandenberg Air Force Base,Atlas V 401,NULL,NULL,NULL,NULL
gsfcirMisn:2136,Low Mass Radio Science Transponder Satellite,Alternate,spacecraft,NULL,NULL,NULL,NULL,2015,OCT,8,Vandenberg Air Force Base,Atlas V 401,NULL,NULL,NULL,NULL
gsfcirMisn:2137,Long Range Reconnaissance Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2137,LORRI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2138,Long-Wavelength Infrared Camera,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2138,LWIR,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2139,Low-/High-Resolution Ultraviolet Spectrograph Package,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2140,Low-Altitude Plasma Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2140,LAPI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2141,Low-Altitude Plasma Investigation High Angular Resolution,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2142,Low-Altitude Satellite Study of Ionospheric Irregularities,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2142,LASSII,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2143,Low-Energy Auroral Particle Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2144,Low-Energy Charged Particles,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2144,LEPT,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2145,Low-Energy Cosmic Ray Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2145,Nuclear and Ionic Charge Distribution Particle Experiment,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2146,Low-Energy Cosmic Ray Measurement,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2147,Low-Energy Electron and Proton Pitch Angle Distribution,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2148,Low-Energy Electrons,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2148,LEE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2149,Low-Energy Gamma-Ray and Hard X-Ray Sky Survey,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2150,Low-Energy Gamma-Ray Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2151,Low-Energy Heavy Cosmic Ray Particles,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2152,Low-Energy Integral Spectral Measurement,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2153,Low-Energy Integral Spectrum Measurement Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2154,Low-Energy Ion Composition Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2154,LICA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2155,Low-Energy Ion Mass Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2156,Low-Energy Ions and Electrons,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2156,LAN,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2157,Low-Energy Magnetospheric Ion Composition Sensor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2158,Low-Energy Neutral Atom Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2158,LENA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2159,Low-Energy Particles,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2159,LEP,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2160,Low-Energy Plasma Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2161,Low-Energy Proton and Alpha Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2162,Low-Energy Proton and Electron Differential Energy Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2162,LEPEDEA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2163,Low-Energy Proton Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2164,Low-Energy Protons and Electrons,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2165,Low-Energy Protons Measurement,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2166,Low-Energy Solid-State Telescope,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2171,Lower Body Negative Pressure,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2172,Lower Body Negative Pressure Device,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2172,LBNPD,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2167,Low-Frequency Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2167,LFI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2168,Low-Resolution Omnidirectional Radiometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2169,Low-Resolution Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2170,Low-Temperature Heat Pipe Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2173,LunaH-Map,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2173,Lunar Polar Hydrogen Mapper,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2174,Lunar Atmospheric Composition Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2174,LACE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2175,Lunar Dust Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2175,Lunar Dust Experiment,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2176,Lunar Ejecta and Meteorites,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2177,Lunar Exploration Neutron Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2177,LEND,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2178,Lunar Field Geology,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2179,Lunar Gravity Ranging System,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2180,Lunar Laser Ranging Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2180,LLRI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2181,Lunar Orbiter,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2182,Lunar Orbiter 1,Preferred,spacecraft,NULL,NULL,NULL,NULL,1966,AUG,10,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2182,Lunar Orbiter-A,Alternate,spacecraft,NULL,NULL,NULL,NULL,1966,AUG,10,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2183,Lunar Orbiter 2,Preferred,spacecraft,NULL,NULL,NULL,NULL,1966,NOV,6,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2183,Lunar Orbiter-B,Alternate,spacecraft,NULL,NULL,NULL,NULL,1966,NOV,6,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2184,Lunar Orbiter 3,Preferred,spacecraft,NULL,NULL,NULL,NULL,1967,FEB,5,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2184,Lunar Orbiter-C,Alternate,spacecraft,NULL,NULL,NULL,NULL,1967,FEB,5,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2185,Lunar Orbiter 4,Preferred,spacecraft,NULL,NULL,NULL,NULL,1967,MAY,4,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2185,Lunar Orbiter-D,Alternate,spacecraft,NULL,NULL,NULL,NULL,1967,MAY,4,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2186,Lunar Orbiter 5,Preferred,spacecraft,NULL,NULL,NULL,NULL,1967,AUG,1,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2186,Lunar Orbiter-E,Alternate,spacecraft,NULL,NULL,NULL,NULL,1967,AUG,1,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2187,Lunar Orbiter Laser Altimeter,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2187,LOLA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2188,Lunar Photographic Studies,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2189,Lunar Portable Magnetometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2190,Lunar Prospector,Preferred,spacecraft,NULL,NULL,NULL,NULL,1998,JAN,7,"Cape Canaveral, FL",Athena II,NULL,NULL,NULL,NULL
gsfcirMisn:2190,Lunar Prospector Orbiter,Alternate,spacecraft,NULL,NULL,NULL,NULL,1998,JAN,7,"Cape Canaveral, FL",Athena II,NULL,NULL,NULL,NULL
gsfcirMisn:2191,Lunar Quest Program,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2192,Lunar Reconnaissance Orbiter,Preferred,spacecraft,NULL,NULL,NULL,NULL,2009,JUN,18,"Cape Canaveral, FL",Atlas V 401,NULL,NULL,NULL,NULL
gsfcirMisn:2192,LRO,Alternate,spacecraft,NULL,NULL,NULL,NULL,2009,JUN,18,"Cape Canaveral, FL",Atlas V 401,NULL,NULL,NULL,NULL
gsfcirMisn:2193,Lunar Reconnaissance Orbiter Camera,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2193,LROC,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2194,Lunar Seismic Profiling Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2195,Lunar Surface Cosmic Ray,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2196,Lunar Surface Field Geology,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2197,Lunar Surface Gravimeter,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2198,Lunar Surface Magnetometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2199,Lunar Surface Sampler,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2200,Lunar Traverse Gravimeter,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2201,Lunar TV Scanner,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2202,Lunar UV Spectral Reflectance,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2203,Lyman Alpha Gauge,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2204,Lyman-Alpha and UV Airglow,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2205,Lyman-Alpha Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2206,Lyman-Alpha Mapper,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2206,LAMP,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2207,Lyman-Alpha Photometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2208,Lyman-Alpha Telescope,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2209,M3,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2209,Moon Minerology Mapper,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2210,Magellan,Preferred,spacecraft,NULL,NULL,NULL,NULL,1989,MAY,4,"Cape Canaveral, FL",Shuttle-Inertial Upper Stage,NULL,NULL,NULL,NULL
gsfcirMisn:2210,Venus Radar Mapper,Alternate,spacecraft,NULL,NULL,NULL,NULL,1989,MAY,4,"Cape Canaveral, FL",Shuttle-Inertial Upper Stage,NULL,NULL,NULL,NULL
gsfcirMisn:2211,Magnet Arrays,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2212,Magnetic Field Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2213,Magnetic Fields Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2214,Magnetic Fields Measurement,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2215,Magnetic Ion-Mass Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2215,MIMS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2216,Magnetic Properties Investigation,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2217,Magnetic Storm Satellite,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2217,Explorer-A,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2217,AFCRL-A,Hidden,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2217,MSS,Hidden,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2217,MSS-A,Hidden,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2218,Magnetic Survey,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2219,Magnetic Wave Fields,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
