PID,NAME,NAME TYPE,MISSION TYPE,MISSION TYPE PLUS,MISSION CATEGORY,SPACE,TIME,YEAR,MONTH,DAY,LAUNCH LOCATION,LAUNCH VEHICLE,CREWED,CELESTIAL BODIES,ORBIT,PROGRAM COST
gsfcirMisn:1081,Alpha-Scattering Surface Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1082,Alteino Long Term monitoring of Cosmic Rays on the International Space Station,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1082,ALTCRISS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1083,Ambient Diffusion-Controlled Protein Crytal Growth,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1083,DCAM,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1084,AMPS,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1084,"Atmosphere, Magnetosphere, and Plasmas-in-Space",Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1084,Spacelab Amps Module,Hidden,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1085,AMPTE,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1085,Active Magnetospheric Particle Tracer Explorers,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1086,AMPTE/CCE,Preferred,spacecraft,NULL,NULL,NULL,NULL,1984,AUG,16,"Cape Canaveral, FL",Delta,NULL,NULL,NULL,NULL
gsfcirMisn:1086,AMPTE/Charge Composition Explorer,Alternate,spacecraft,NULL,NULL,NULL,NULL,1984,AUG,16,"Cape Canaveral, FL",Delta,NULL,NULL,NULL,NULL
gsfcirMisn:1086,CCE,Hidden,spacecraft,NULL,NULL,NULL,NULL,1984,AUG,16,"Cape Canaveral, FL",Delta,NULL,NULL,NULL,NULL
gsfcirMisn:1086,Charge Composition Explorer,Hidden,spacecraft,NULL,NULL,NULL,NULL,1984,AUG,16,"Cape Canaveral, FL",Delta,NULL,NULL,NULL,NULL
gsfcirMisn:1086,Explorer 65,Hidden,spacecraft,NULL,NULL,NULL,NULL,1984,AUG,16,"Cape Canaveral, FL",Delta,NULL,NULL,NULL,NULL
gsfcirMisn:1087,Analytic-Empirical Modelling of Upper Atmosphere Parameters,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1088,Analyzer of Space Plasmas and Energetic Atoms,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1088,ASPERA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1089,Angular Distribution,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1090,Angular Liquid Bridge Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1090,ALB,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1091,Anterior Pituitary Receptors,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1092,Anthrorack,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1093,Apollo,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1094,Apollo 10,Preferred,spacecraft,NULL,NULL,NULL,NULL,1969,MAY,18,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1095,Apollo 11,Preferred,spacecraft,NULL,NULL,NULL,NULL,1969,JUL,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1095,Apollo 11 LM/EASEP,Alternate,spacecraft,NULL,NULL,NULL,NULL,1969,JUL,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1095,Eagle,Hidden,spacecraft,NULL,NULL,NULL,NULL,1969,JUL,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1095,LM-5,Hidden,spacecraft,NULL,NULL,NULL,NULL,1969,JUL,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1096,Apollo 12,Preferred,spacecraft,NULL,NULL,NULL,NULL,1969,NOV,14,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1096,Apollo 12 LM/ALSEP,Alternate,spacecraft,NULL,NULL,NULL,NULL,1969,NOV,14,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1096,Apollo 12C,Hidden,spacecraft,NULL,NULL,NULL,NULL,1969,NOV,14,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1096,Intrepid,Hidden,spacecraft,NULL,NULL,NULL,NULL,1969,NOV,14,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1096,LEM 12,Hidden,spacecraft,NULL,NULL,NULL,NULL,1969,NOV,14,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1096,LM-6,Hidden,spacecraft,NULL,NULL,NULL,NULL,1969,NOV,14,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1097,Apollo 13,Preferred,spacecraft,NULL,NULL,NULL,NULL,1970,APR,11,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1097,ALSEP 13,Hidden,spacecraft,NULL,NULL,NULL,NULL,1970,APR,11,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1097,LEM 13,Hidden,spacecraft,NULL,NULL,NULL,NULL,1970,APR,11,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1097,LM-7,Hidden,spacecraft,NULL,NULL,NULL,NULL,1970,APR,11,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1098,Apollo 14,Preferred,spacecraft,NULL,NULL,NULL,NULL,1971,JAN,31,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1098,Apollo 14 LM/ALSEP,Alternate,spacecraft,NULL,NULL,NULL,NULL,1971,JAN,31,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1098,Antares,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JAN,31,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1098,Apollo 14C,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JAN,31,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1098,LEM 14,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JAN,31,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1098,LM-8,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JAN,31,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1099,Apollo 15,Preferred,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,26,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1099,Apollo 15 LM/ALSEP,Alternate,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,26,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1099,Apollo 15C,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,26,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1099,Falcon,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,26,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1099,LEM 15,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,26,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1099,LM-10,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,26,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1099,Rover 15,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,26,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1100,Apollo 16,Preferred,spacecraft,NULL,NULL,NULL,NULL,1972,APR,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1100,Apollo 16 LM/ALSEP,Alternate,spacecraft,NULL,NULL,NULL,NULL,1972,APR,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1100,ALSEP 16,Hidden,spacecraft,NULL,NULL,NULL,NULL,1972,APR,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1100,Apollo 16C,Hidden,spacecraft,NULL,NULL,NULL,NULL,1972,APR,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1100,LEM 16,Hidden,spacecraft,NULL,NULL,NULL,NULL,1972,APR,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1100,LM-11,Hidden,spacecraft,NULL,NULL,NULL,NULL,1972,APR,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1100,Orion,Hidden,spacecraft,NULL,NULL,NULL,NULL,1972,APR,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1100,Rover 16,Hidden,spacecraft,NULL,NULL,NULL,NULL,1972,APR,16,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1101,Apollo 17,Preferred,spacecraft,NULL,NULL,NULL,NULL,1972,DEC,7,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1101,Apollo 17 Lunar Module /ALSEP,Alternate,spacecraft,NULL,NULL,NULL,NULL,1972,DEC,7,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1101,Apollo 17C,Hidden,spacecraft,NULL,NULL,NULL,NULL,1972,DEC,7,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1101,LEM 17,Hidden,spacecraft,NULL,NULL,NULL,NULL,1972,DEC,7,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1101,LM-12,Hidden,spacecraft,NULL,NULL,NULL,NULL,1972,DEC,7,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1101,Rover 17,Hidden,spacecraft,NULL,NULL,NULL,NULL,1972,DEC,7,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1102,Apollo 4,Preferred,spacecraft,NULL,NULL,NULL,NULL,1967,NOV,9,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1102,AS-501,Alternate,spacecraft,NULL,NULL,NULL,NULL,1967,NOV,9,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1103,Apollo 5,Preferred,spacecraft,NULL,NULL,NULL,NULL,1968,JAN,22,"Cape Canaveral, FL",Saturn 1B,NULL,NULL,NULL,NULL
gsfcirMisn:1103,AS-204,Alternate,spacecraft,NULL,NULL,NULL,NULL,1968,JAN,22,"Cape Canaveral, FL",Saturn 1B,NULL,NULL,NULL,NULL
gsfcirMisn:1104,Apollo 6,Preferred,spacecraft,NULL,NULL,NULL,NULL,1968,APR,4,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1104,AS-502,Alternate,spacecraft,NULL,NULL,NULL,NULL,1968,APR,4,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1105,Apollo 7,Preferred,spacecraft,NULL,NULL,NULL,NULL,1968,OCT,11,"Cape Canaveral, FL",Saturn 1B,NULL,NULL,NULL,NULL
gsfcirMisn:1106,Apollo 8,Preferred,spacecraft,NULL,NULL,NULL,NULL,1968,DEC,21,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1107,Apollo 9,Preferred,spacecraft,NULL,NULL,NULL,NULL,1969,MAR,3,"Cape Canaveral, FL",Saturn 5,NULL,NULL,NULL,NULL
gsfcirMisn:1108,Apollo-Saturn,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1109,Applied Research on Separation Methods,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1109,RAMSES,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1110,Aqua,Preferred,spacecraft,NULL,NULL,NULL,NULL,2002,MAY,4,Vandenberg Air Force Base,Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:1110,EOS-PM1,Alternate,spacecraft,NULL,NULL,NULL,NULL,2002,MAY,4,Vandenberg Air Force Base,Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:1111,Aquarius,Preferred,spacecraft,NULL,NULL,NULL,NULL,2011,JUN,10,Vandenberg Air Force Base,Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:1111,Aquarius/SAC-D,Alternate,spacecraft,NULL,NULL,NULL,NULL,2011,JUN,10,Vandenberg Air Force Base,Delta II,NULL,NULL,NULL,NULL
gsfcirMisn:1112,Aquatic Animal Experiment Unit,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1112,AAEU,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1113,ARC-1,Preferred,spacecraft,NULL,NULL,NULL,NULL,2015,OCT,8,Vandenberg Air Force Base,Atlas V 401,NULL,NULL,NULL,NULL
gsfcirMisn:1113,Alaska Research CubeSat,Alternate,spacecraft,NULL,NULL,NULL,NULL,2015,OCT,8,Vandenberg Air Force Base,Atlas V 401,NULL,NULL,NULL,NULL
gsfcirMisn:1114,ARCTAS,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1114,Arctic Research of the Composition of the Troposphere from Aircraft and Satellites,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1115,Ariel,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1116,Ariel 1,Preferred,spacecraft,NULL,NULL,NULL,NULL,1962,APR,26,"Cape Canaveral, FL",Thor-Delta,NULL,NULL,NULL,NULL
gsfcirMisn:1116,UK1,Alternate,spacecraft,NULL,NULL,NULL,NULL,1962,APR,26,"Cape Canaveral, FL",Thor-Delta,NULL,NULL,NULL,NULL
gsfcirMisn:1116,S 51,Hidden,spacecraft,NULL,NULL,NULL,NULL,1962,APR,26,"Cape Canaveral, FL",Thor-Delta,NULL,NULL,NULL,NULL
gsfcirMisn:1117,Ariel 2,Preferred,spacecraft,NULL,NULL,NULL,NULL,1964,MAR,27,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1117,S 52,Alternate,spacecraft,NULL,NULL,NULL,NULL,1964,MAR,27,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1117,S 52A,Hidden,spacecraft,NULL,NULL,NULL,NULL,1964,MAR,27,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1117,UK 2,Hidden,spacecraft,NULL,NULL,NULL,NULL,1964,MAR,27,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1117,UK-C,Hidden,spacecraft,NULL,NULL,NULL,NULL,1964,MAR,27,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1118,Ariel 3,Preferred,spacecraft,NULL,NULL,NULL,NULL,1967,MAY,5,Vandenberg Air Force Base,Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1118,UK 3,Alternate,spacecraft,NULL,NULL,NULL,NULL,1967,MAY,5,Vandenberg Air Force Base,Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1118,UK-E,Hidden,spacecraft,NULL,NULL,NULL,NULL,1967,MAY,5,Vandenberg Air Force Base,Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1119,Ariel 4,Preferred,spacecraft,NULL,NULL,NULL,NULL,1971,DEC,11,Vandenberg Air Force Base,Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1119,UK 4,Alternate,spacecraft,NULL,NULL,NULL,NULL,1971,DEC,11,Vandenberg Air Force Base,Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1120,Ariel 5,Preferred,spacecraft,NULL,NULL,NULL,NULL,1974,OCT,15,"San Marco Platform, Kenya",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1120,United Kingdom 5,Alternate,spacecraft,NULL,NULL,NULL,NULL,1974,OCT,15,"San Marco Platform, Kenya",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1120,UK 5,Hidden,spacecraft,NULL,NULL,NULL,NULL,1974,OCT,15,"San Marco Platform, Kenya",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1121,Ariel 6,Preferred,spacecraft,NULL,NULL,NULL,NULL,1979,JUN,2,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1121,United Kingdom 6,Alternate,spacecraft,NULL,NULL,NULL,NULL,1979,JUN,2,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1121,UK 6,Hidden,spacecraft,NULL,NULL,NULL,NULL,1979,JUN,2,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:1122,Artificial Solar Eclipse,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1123,AS-201,Preferred,spacecraft,NULL,NULL,NULL,NULL,1966,FEB,26,"Cape Canaveral, FL",Saturn 1B,NULL,NULL,NULL,NULL
gsfcirMisn:1124,AS-202,Preferred,spacecraft,NULL,NULL,NULL,NULL,1966,AUG,25,"Cape Canaveral, FL",Saturn 1B,NULL,NULL,NULL,NULL
gsfcirMisn:1125,AS-203,Preferred,spacecraft,NULL,NULL,NULL,NULL,1966,JUL,5,"Cape Canaveral, FL",Saturn 1B,NULL,NULL,NULL,NULL
gsfcirMisn:1126,ASCA,Preferred,spacecraft,NULL,NULL,NULL,NULL,1993,FEB,20,"Uchinoura Space Center, Japan",M-3SII,NULL,NULL,NULL,NULL
gsfcirMisn:1126,Advanced Satellite for Cosmology and Astrophysics,Alternate,spacecraft,NULL,NULL,NULL,NULL,1993,FEB,20,"Uchinoura Space Center, Japan",M-3SII,NULL,NULL,NULL,NULL
gsfcirMisn:1126,Astro-D,Hidden,spacecraft,NULL,NULL,NULL,NULL,1993,FEB,20,"Uchinoura Space Center, Japan",M-3SII,NULL,NULL,NULL,NULL
gsfcirMisn:1126,Asuka,Hidden,spacecraft,NULL,NULL,NULL,NULL,1993,FEB,20,"Uchinoura Space Center, Japan",M-3SII,NULL,NULL,NULL,NULL
gsfcirMisn:1127,ASCENDS,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1127,"Active Sensing of CO2 Emissions over Nights, Days, and Seasons",Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1128,Assembly Concept for Construction of Erectable Space Structures,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1128,ACCESS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1129,Asteroid Multi-band Imaging Camera,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1129,AMICA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1130,Asteroid Redirect Mission,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1130,ARM,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1131,Asteroid/Meteoroid Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1131,Asteroid/Meteoroid Astronomy,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1132,ASTP,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1132,Apollo-Soyuz Test Project,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1133,ASTP-Apollo,Preferred,spacecraft,NULL,NULL,NULL,NULL,1975,JUL,15,"Cape Canaveral, FL",Saturn 1B,NULL,NULL,NULL,NULL
gsfcirMisn:1133,Apollo-Soyuz Test Project (Apollo),Alternate,spacecraft,NULL,NULL,NULL,NULL,1975,JUL,15,"Cape Canaveral, FL",Saturn 1B,NULL,NULL,NULL,NULL
gsfcirMisn:1134,ASTP-Soyuz,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Baikonur Cosmodrome, Kazakhstan",SS-6,NULL,NULL,NULL,NULL
gsfcirMisn:1134,Apollo-Soyuz Test Project (Soyuz),Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Baikonur Cosmodrome, Kazakhstan",SS-6,NULL,NULL,NULL,NULL
gsfcirMisn:1134,Soyuz 19,Hidden,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Baikonur Cosmodrome, Kazakhstan",SS-6,NULL,NULL,NULL,NULL
gsfcirMisn:1135,Astro,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1135,Astro Observatory,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1136,Astro-1,Preferred,spacecraft,NULL,NULL,NULL,NULL,1990,DEC,2,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:1136,Astro Observatory 1,Alternate,spacecraft,NULL,NULL,NULL,NULL,1990,DEC,2,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:1137,Astro-2,Preferred,spacecraft,NULL,NULL,NULL,NULL,1995,MAR,2,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:1137,Astro Observatory 2,Alternate,spacecraft,NULL,NULL,NULL,NULL,1995,MAR,2,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:1139,Astroculture,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1138,Hitomi,Preferred,spacecraft,NULL,NULL,NULL,NULL,2016,FEB,17,"Tanegashima, Japan",H-2A,NULL,NULL,NULL,NULL
gsfcirMisn:1138,Astro-H,Alternate,spacecraft,NULL,NULL,NULL,NULL,2016,FEB,17,"Tanegashima, Japan",H-2A,NULL,NULL,NULL,NULL
gsfcirMisn:1138,New Exploration X-Ray Telescope,Alternate,spacecraft,NULL,NULL,NULL,NULL,2016,FEB,17,"Tanegashima, Japan",H-2A,NULL,NULL,NULL,NULL
gsfcirMisn:1138,New X-ray Telescope,Alternate,spacecraft,NULL,NULL,NULL,NULL,2016,FEB,17,"Tanegashima, Japan",H-2A,NULL,NULL,NULL,NULL
gsfcirMisn:1138,NeXT,Alternate,spacecraft,NULL,NULL,NULL,NULL,2016,FEB,17,"Tanegashima, Japan",H-2A,NULL,NULL,NULL,NULL
gsfcirMisn:1138,X-ray Astronomy Satellite ASTRO-H,Alternate,spacecraft,NULL,NULL,NULL,NULL,2016,FEB,17,"Tanegashima, Japan",H-2A,NULL,NULL,NULL,NULL
gsfcirMisn:1138,X-ray Astronomy Satellite Hitomi,Alternate,spacecraft,NULL,NULL,NULL,NULL,2016,FEB,17,"Tanegashima, Japan",H-2A,NULL,NULL,NULL,NULL
gsfcirMisn:1140,Astromag FF,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1140,Astromag Free-Flyer,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1140,SS/Astromag,Hidden,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1141,Astrometry Fine Guidance Sensor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1141,FGS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1142,Astronaut Maneuvering Equipment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1143,ATLAS,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:1143,Atmospheric Laboratory for Applications and Science,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
